,n-sto,ps-pi1,ps-pi2,or-pi1,or-pi2,sn-c,sn-sto,sto-li,cph-cph,sbal-ls1,sbal-ls2,tn-n,tn-gn,n-gn,sn-gn,zy-zy,go-go,en-en,ex-ex,n-sn,al-al,ch-ch,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
0,0.357,0.04,0.046,0.085,0.085,0.05,0.117,0.04,0.106,0.065,0.057,0.201,0.772,0.579,0.339,0.636,0.474,0.177,0.388,0.241,0.152,0.367,0.828,0.47,0.456,0.582,0.417,0.631,0.393,0.577,0.455,0.396,0.398,0.183,0.175,0.18,0.45,0.383,0.386
1,0.315,0.044,0.035,0.105,0.101,0.07,0.094,0.033,0.07,0.051,0.062,0.259,0.8,0.543,0.323,0.6,0.396,0.141,0.316,0.227,0.13,0.265,0.823,0.578,0.446,0.738,0.38,0.573,0.365,0.442,0.521,0.551,0.553,0.279,0.269,0.277,0.663,0.623,0.624
2,0.368,0.042,0.039,0.074,0.07,0.051,0.124,0.037,0.115,0.06,0.065,0.184,0.768,0.584,0.341,0.64,0.446,0.189,0.41,0.244,0.147,0.368,0.83,0.484,0.461,0.566,0.379,0.602,0.509,0.575,0.758,0.622,0.624,0.193,0.194,0.2,0.497,0.437,0.44
3,0.325,0.051,0.043,0.127,0.108,0.095,0.122,0.032,0.073,0.081,0.085,0.214,0.753,0.55,0.347,0.658,0.504,0.172,0.401,0.204,0.14,0.293,0.761,0.446,0.429,0.669,0.409,0.686,0.358,0.445,0.507,0.428,0.434,0.183,0.216,0.219,0.341,0.315,0.313
4,0.35,0.063,0.068,0.147,0.147,0.083,0.115,0.047,0.055,0.085,0.079,0.215,0.778,0.589,0.354,0.628,0.427,0.168,0.394,0.235,0.113,0.175,0.854,0.562,0.426,0.661,0.59,0.481,0.178,0.279,0.47,0.388,0.393,0.244,0.24,0.239,0.33,0.307,0.309
5,0.37,0.042,0.049,0.127,0.12,0.092,0.173,0.026,0.081,0.073,0.077,0.15,0.753,0.605,0.406,0.658,0.47,0.185,0.406,0.199,0.116,0.289,0.836,0.5,0.456,0.622,0.396,0.583,0.859,0.439,0.485,0.398,0.399,0.213,0.192,0.187,0.338,0.303,0.294
6,0.357,0.043,0.056,0.11,0.117,0.098,0.185,0.049,0.073,0.058,0.068,0.259,0.819,0.574,0.402,0.574,0.387,0.14,0.353,0.172,0.11,0.274,0.91,0.566,0.397,0.7,0.505,0.64,0.495,0.477,0.411,0.343,0.355,0.184,0.148,0.154,0.22,0.21,0.215
7,0.344,0.044,0.049,0.098,0.108,0.059,0.128,0.029,0.099,0.057,0.063,0.226,0.786,0.56,0.344,0.619,0.462,0.177,0.383,0.216,0.128,0.344,0.823,0.468,0.462,0.61,0.431,0.593,0.589,0.556,0.567,0.501,0.504,0.212,0.216,0.217,0.536,0.517,0.521
8,0.384,0.04,0.044,0.082,0.088,0.048,0.15,0.042,0.097,0.063,0.05,0.197,0.779,0.586,0.35,0.627,0.443,0.174,0.386,0.236,0.132,0.336,0.851,0.456,0.451,0.626,0.385,0.559,0.55,0.536,0.611,0.515,0.517,0.151,0.148,0.154,0.431,0.374,0.378
9,0.302,0.049,0.059,0.109,0.103,0.096,0.11,0.032,0.08,0.054,0.059,0.2,0.75,0.551,0.359,0.662,0.5,0.161,0.379,0.193,0.125,0.314,0.757,0.498,0.425,0.627,0.535,0.648,0.431,0.474,0.471,0.383,0.391,0.201,0.202,0.207,0.385,0.309,0.307
10,0.348,0.065,0.059,0.115,0.108,0.066,0.108,0.025,0.09,0.072,0.07,0.191,0.78,0.589,0.348,0.626,0.488,0.186,0.421,0.24,0.12,0.336,0.856,0.494,0.442,0.656,0.508,0.5,0.466,0.537,0.485,0.424,0.434,0.283,0.256,0.267,0.437,0.377,0.38
11,0.362,0.055,0.052,0.103,0.091,0.058,0.129,0.029,0.091,0.08,0.075,0.208,0.769,0.577,0.344,0.64,0.463,0.179,0.414,0.233,0.155,0.358,0.821,0.464,0.432,0.665,0.45,0.665,0.542,0.559,0.408,0.374,0.379,0.193,0.181,0.187,0.266,0.262,0.264
12,0.289,0.031,0.048,0.11,0.11,0.068,0.11,0.022,0.089,0.061,0.068,0.325,0.809,0.489,0.31,0.588,0.435,0.158,0.378,0.179,0.132,0.31,0.757,0.46,0.418,0.696,0.359,0.737,0.6,0.527,0.551,0.407,0.41,0.199,0.198,0.201,0.313,0.253,0.254
13,0.373,0.044,0.047,0.099,0.098,0.06,0.131,0.04,0.092,0.079,0.084,0.163,0.739,0.577,0.334,0.673,0.516,0.177,0.425,0.242,0.157,0.34,0.78,0.393,0.416,0.706,0.364,0.649,0.383,0.505,0.694,0.556,0.554,0.224,0.243,0.245,0.486,0.474,0.476
14,0.374,0.053,0.054,0.106,0.113,0.067,0.135,0.037,0.089,0.07,0.071,0.156,0.761,0.605,0.366,0.649,0.492,0.187,0.418,0.239,0.12,0.321,0.848,0.472,0.447,0.599,0.478,0.502,0.43,0.495,0.452,0.381,0.382,0.225,0.213,0.221,0.482,0.428,0.429
15,0.348,0.067,0.057,0.111,0.111,0.063,0.111,0.05,0.095,0.045,0.045,0.205,0.775,0.57,0.332,0.632,0.474,0.174,0.411,0.238,0.126,0.348,0.821,0.468,0.423,0.724,0.492,0.529,0.369,0.551,0.648,0.562,0.57,0.189,0.184,0.189,0.521,0.522,0.525
16,0.315,0.044,0.035,0.098,0.098,0.069,0.104,0.031,0.079,0.056,0.064,0.263,0.796,0.537,0.323,0.605,0.433,0.158,0.346,0.217,0.128,0.315,0.808,0.51,0.457,0.595,0.42,0.59,0.432,0.521,0.811,0.576,0.58,0.204,0.206,0.208,0.328,0.278,0.281
17,0.358,0.058,0.044,0.15,0.125,0.089,0.156,0.039,0.075,0.07,0.081,0.223,0.772,0.562,0.362,0.635,0.433,0.151,0.388,0.203,0.125,0.256,0.805,0.476,0.389,0.788,0.429,0.616,0.438,0.403,0.51,0.386,0.394,0.297,0.23,0.238,0.442,0.321,0.335
18,0.335,0.039,0.051,0.122,0.099,0.106,0.165,0.035,0.089,0.072,0.074,0.184,0.733,0.567,0.396,0.68,0.486,0.171,0.403,0.171,0.143,0.319,0.759,0.477,0.424,0.719,0.366,0.836,0.61,0.469,0.454,0.408,0.415,0.169,0.165,0.17,0.253,0.248,0.25
19,0.352,0.062,0.055,0.137,0.129,0.085,0.155,0.034,0.069,0.081,0.088,0.172,0.73,0.558,0.363,0.683,0.419,0.163,0.403,0.198,0.12,0.292,0.743,0.496,0.404,0.847,0.424,0.606,0.445,0.428,0.644,0.523,0.532,0.254,0.227,0.233,0.513,0.454,0.458
20,0.38,0.058,0.065,0.105,0.118,0.065,0.144,0.026,0.118,0.065,0.065,0.144,0.745,0.602,0.366,0.667,0.497,0.196,0.444,0.236,0.131,0.366,0.822,0.447,0.441,0.668,0.469,0.555,0.784,0.549,0.589,0.486,0.489,0.208,0.202,0.208,0.587,0.534,0.533
21,0.436,0.049,0.052,0.113,0.113,0.09,0.221,0.059,0.067,0.107,0.1,0.155,0.777,0.623,0.408,0.63,0.466,0.178,0.402,0.215,0.126,0.259,0.9,0.403,0.443,0.624,0.455,0.586,0.415,0.411,0.558,0.478,0.482,0.179,0.187,0.193,0.362,0.314,0.309
22,0.306,0.041,0.048,0.108,0.115,0.092,0.112,0.027,0.058,0.064,0.068,0.272,0.785,0.528,0.335,0.62,0.428,0.142,0.335,0.196,0.112,0.223,0.775,0.521,0.424,0.62,0.506,0.571,0.439,0.36,0.554,0.468,0.471,0.32,0.263,0.271,0.283,0.289,0.289
23,0.367,0.059,0.062,0.097,0.097,0.051,0.117,0.036,0.107,0.065,0.058,0.143,0.735,0.592,0.342,0.679,0.5,0.184,0.444,0.25,0.153,0.383,0.793,0.45,0.414,0.728,0.451,0.612,0.469,0.564,0.623,0.526,0.534,0.25,0.238,0.245,0.634,0.616,0.616
24,0.351,0.063,0.063,0.125,0.125,0.084,0.137,0.036,0.089,0.069,0.064,0.148,0.73,0.582,0.368,0.683,0.512,0.184,0.434,0.215,0.131,0.333,0.775,0.451,0.424,0.712,0.481,0.609,0.48,0.488,0.395,0.388,0.402,0.212,0.191,0.202,0.328,0.253,0.264
25,0.351,0.027,0.038,0.108,0.123,0.098,0.2,0.039,0.059,0.076,0.056,0.266,0.817,0.552,0.405,0.577,0.395,0.107,0.277,0.157,0.133,0.25,0.871,0.519,0.386,0.598,0.508,0.847,0.747,0.433,0.603,0.527,0.531,0.207,0.158,0.166,0.362,0.37,0.371
26,0.313,0.049,0.041,0.099,0.086,0.061,0.129,0.03,0.099,0.061,0.054,0.272,0.777,0.515,0.331,0.629,0.458,0.176,0.378,0.185,0.116,0.318,0.745,0.441,0.466,0.563,0.455,0.627,0.621,0.506,0.577,0.484,0.485,0.181,0.174,0.174,0.482,0.426,0.431
27,0.333,0.042,0.048,0.082,0.086,0.051,0.109,0.034,0.087,0.054,0.048,0.272,0.806,0.539,0.316,0.591,0.435,0.169,0.378,0.224,0.142,0.324,0.83,0.474,0.447,0.592,0.45,0.634,0.508,0.548,0.592,0.469,0.47,0.212,0.211,0.216,0.414,0.361,0.367
28,0.318,0.06,0.06,0.113,0.103,0.084,0.098,0.037,0.057,0.08,0.077,0.243,0.787,0.545,0.324,0.617,0.433,0.141,0.349,0.224,0.122,0.234,0.803,0.524,0.404,0.667,0.638,0.545,0.205,0.379,0.535,0.453,0.457,0.309,0.279,0.288,0.55,0.501,0.504
29,0.332,0.045,0.032,0.085,0.085,0.077,0.128,0.032,0.083,0.054,0.072,0.242,0.781,0.545,0.34,0.624,0.43,0.15,0.348,0.208,0.13,0.313,0.794,0.495,0.431,0.72,0.356,0.625,0.564,0.502,0.638,0.599,0.601,0.204,0.195,0.201,0.593,0.532,0.54
30,0.344,0.047,0.038,0.076,0.083,0.064,0.152,0.032,0.1,0.063,0.07,0.253,0.794,0.546,0.353,0.608,0.439,0.163,0.371,0.194,0.132,0.324,0.817,0.46,0.439,0.656,0.397,0.68,0.643,0.533,0.577,0.468,0.484,0.159,0.158,0.166,0.379,0.341,0.344
31,0.332,0.056,0.06,0.105,0.106,0.068,0.106,0.041,0.056,0.087,0.082,0.255,0.778,0.538,0.314,0.628,0.419,0.152,0.36,0.227,0.113,0.246,0.78,0.496,0.422,0.618,0.617,0.498,0.185,0.392,0.306,0.338,0.346,0.264,0.226,0.241,0.31,0.246,0.251
32,0.342,0.059,0.059,0.089,0.089,0.057,0.106,0.041,0.098,0.058,0.052,0.22,0.773,0.553,0.317,0.635,0.464,0.172,0.416,0.236,0.139,0.366,0.793,0.457,0.413,0.715,0.48,0.589,0.388,0.576,0.596,0.501,0.506,0.226,0.218,0.223,0.674,0.623,0.623
33,0.38,0.046,0.036,0.09,0.084,0.059,0.175,0.041,0.105,0.057,0.063,0.191,0.784,0.604,0.396,0.621,0.439,0.164,0.374,0.209,0.151,0.334,0.885,0.513,0.439,0.604,0.414,0.722,0.677,0.538,0.495,0.442,0.447,0.156,0.146,0.15,0.323,0.301,0.302
34,0.348,0.065,0.046,0.124,0.123,0.104,0.144,0.041,0.061,0.084,0.091,0.204,0.757,0.553,0.35,0.654,0.47,0.185,0.429,0.204,0.123,0.226,0.77,0.436,0.431,0.773,0.388,0.603,0.388,0.346,0.65,0.526,0.526,0.321,0.257,0.26,0.509,0.458,0.459
35,0.305,0.057,0.056,0.114,0.115,0.069,0.083,0.039,0.076,0.055,0.063,0.224,0.763,0.54,0.317,0.646,0.458,0.162,0.401,0.224,0.13,0.31,0.761,0.513,0.404,0.772,0.452,0.58,0.224,0.48,0.641,0.443,0.444,0.289,0.25,0.271,0.481,0.461,0.465
36,0.334,0.047,0.032,0.135,0.117,0.101,0.164,0.047,0.052,0.063,0.067,0.227,0.766,0.543,0.376,0.643,0.426,0.143,0.339,0.171,0.117,0.197,0.768,0.5,0.422,0.783,0.353,0.684,0.442,0.306,0.515,0.516,0.521,0.26,0.211,0.219,0.59,0.598,0.601
37,0.34,0.064,0.061,0.117,0.131,0.062,0.089,0.035,0.052,0.096,0.115,0.221,0.767,0.569,0.317,0.641,0.429,0.172,0.396,0.254,0.12,0.229,0.808,0.534,0.434,0.622,0.584,0.472,0.194,0.357,0.4,0.376,0.381,0.269,0.273,0.276,0.238,0.232,0.231
38,0.308,0.057,0.062,0.114,0.12,0.08,0.093,0.048,0.066,0.074,0.07,0.256,0.781,0.527,0.315,0.625,0.442,0.153,0.376,0.218,0.138,0.252,0.767,0.502,0.407,0.647,0.601,0.633,0.154,0.403,0.532,0.462,0.455,0.317,0.269,0.28,0.382,0.345,0.346
39,0.29,0.04,0.046,0.102,0.091,0.089,0.113,0.035,0.081,0.071,0.07,0.222,0.756,0.535,0.358,0.654,0.488,0.161,0.355,0.178,0.124,0.318,0.744,0.502,0.454,0.565,0.473,0.697,0.316,0.486,0.515,0.403,0.405,0.199,0.202,0.206,0.473,0.403,0.403
40,0.373,0.053,0.06,0.092,0.092,0.06,0.135,0.033,0.089,0.062,0.06,0.205,0.754,0.553,0.315,0.656,0.473,0.178,0.418,0.238,0.135,0.358,0.767,0.383,0.426,0.663,0.479,0.567,0.606,0.546,0.437,0.411,0.416,0.169,0.179,0.18,0.485,0.428,0.43
41,0.336,0.045,0.046,0.122,0.12,0.088,0.143,0.032,0.096,0.069,0.064,0.167,0.744,0.577,0.384,0.668,0.523,0.183,0.431,0.194,0.136,0.359,0.786,0.461,0.425,0.699,0.355,0.701,0.583,0.537,0.737,0.561,0.563,0.2,0.193,0.197,0.404,0.362,0.364
42,0.355,0.029,0.037,0.105,0.125,0.065,0.117,0.037,0.042,0.088,0.072,0.267,0.83,0.567,0.329,0.558,0.422,0.103,0.247,0.238,0.093,0.155,0.924,0.502,0.417,0.602,0.532,0.391,0.273,0.278,0.643,0.549,0.551,0.357,0.294,0.301,0.496,0.418,0.421
43,0.364,0.045,0.073,0.143,0.143,0.101,0.143,0.02,0.061,0.073,0.045,0.121,0.727,0.606,0.384,0.687,0.485,0.183,0.426,0.222,0.121,0.323,0.803,0.499,0.43,0.661,0.488,0.545,1.0,0.47,0.488,0.504,0.504,0.265,0.255,0.261,0.327,0.267,0.272
44,0.327,0.051,0.053,0.094,0.09,0.061,0.109,0.037,0.093,0.059,0.052,0.259,0.791,0.535,0.317,0.612,0.446,0.162,0.378,0.219,0.126,0.314,0.795,0.466,0.429,0.679,0.473,0.575,0.409,0.513,0.486,0.424,0.426,0.197,0.19,0.197,0.398,0.345,0.35
45,0.312,0.039,0.046,0.129,0.137,0.103,0.162,0.031,0.039,0.088,0.093,0.27,0.819,0.552,0.403,0.573,0.385,0.084,0.236,0.151,0.088,0.151,0.876,0.629,0.356,0.762,0.664,0.583,0.463,0.264,0.536,0.532,0.532,0.29,0.267,0.27,0.418,0.396,0.395
46,0.377,0.053,0.057,0.098,0.098,0.059,0.123,0.043,0.103,0.065,0.053,0.144,0.768,0.624,0.37,0.641,0.458,0.169,0.408,0.254,0.153,0.352,0.885,0.539,0.414,0.663,0.491,0.602,0.461,0.549,0.553,0.495,0.491,0.198,0.184,0.192,0.539,0.459,0.463
47,0.399,0.037,0.045,0.181,0.185,0.072,0.176,0.048,0.066,0.083,0.085,0.251,0.811,0.56,0.339,0.585,0.373,0.142,0.341,0.223,0.114,0.209,0.871,0.453,0.416,0.599,0.482,0.511,0.421,0.357,0.841,0.584,0.579,0.305,0.219,0.231,0.525,0.412,0.414
48,0.341,0.049,0.056,0.091,0.091,0.061,0.109,0.043,0.099,0.073,0.054,0.217,0.765,0.56,0.328,0.644,0.465,0.159,0.391,0.232,0.134,0.344,0.792,0.471,0.407,0.704,0.469,0.578,0.33,0.534,0.469,0.407,0.414,0.223,0.21,0.213,0.412,0.38,0.381
49,0.32,0.035,0.048,0.098,0.091,0.078,0.127,0.035,0.077,0.06,0.055,0.282,0.791,0.518,0.325,0.612,0.425,0.137,0.312,0.194,0.127,0.292,0.77,0.466,0.439,0.591,0.512,0.655,0.494,0.477,0.427,0.426,0.429,0.184,0.177,0.182,0.295,0.236,0.246
50,0.332,0.048,0.037,0.15,0.148,0.07,0.112,0.038,0.067,0.075,0.084,0.303,0.816,0.525,0.309,0.578,0.356,0.148,0.346,0.225,0.154,0.249,0.826,0.556,0.428,0.703,0.409,0.684,0.302,0.431,0.691,0.584,0.586,0.256,0.247,0.258,0.544,0.473,0.48
51,0.404,0.045,0.05,0.122,0.141,0.054,0.185,0.05,0.068,0.07,0.055,0.27,0.821,0.554,0.336,0.571,0.342,0.14,0.317,0.221,0.122,0.23,0.883,0.444,0.442,0.579,0.586,0.552,0.528,0.403,0.529,0.438,0.444,0.212,0.177,0.181,0.25,0.255,0.254
52,0.323,0.025,0.031,0.11,0.106,0.089,0.115,0.039,0.043,0.075,0.072,0.27,0.814,0.544,0.338,0.581,0.402,0.098,0.231,0.215,0.114,0.168,0.852,0.555,0.424,0.48,0.596,0.53,0.299,0.289,0.531,0.474,0.477,0.236,0.211,0.215,0.435,0.4,0.402
53,0.381,0.055,0.059,0.129,0.139,0.069,0.129,0.046,0.067,0.092,0.088,0.165,0.752,0.588,0.335,0.659,0.474,0.175,0.417,0.252,0.144,0.263,0.812,0.435,0.42,0.674,0.483,0.571,0.241,0.399,0.482,0.479,0.478,0.287,0.274,0.28,0.429,0.413,0.414
54,0.344,0.049,0.058,0.09,0.093,0.065,0.112,0.037,0.099,0.068,0.057,0.233,0.775,0.553,0.321,0.632,0.456,0.167,0.406,0.233,0.13,0.342,0.796,0.458,0.411,0.695,0.461,0.558,0.42,0.541,0.391,0.351,0.353,0.197,0.186,0.189,0.333,0.311,0.314
55,0.332,0.049,0.048,0.096,0.09,0.06,0.117,0.026,0.096,0.063,0.052,0.252,0.785,0.537,0.322,0.619,0.454,0.166,0.384,0.215,0.122,0.319,0.79,0.452,0.432,0.651,0.449,0.567,0.62,0.515,0.485,0.444,0.445,0.218,0.214,0.219,0.508,0.468,0.471
56,0.359,0.062,0.057,0.095,0.095,0.055,0.115,0.035,0.105,0.06,0.057,0.17,0.748,0.579,0.334,0.663,0.494,0.18,0.435,0.244,0.15,0.369,0.794,0.445,0.414,0.733,0.451,0.615,0.472,0.557,0.602,0.502,0.509,0.232,0.221,0.227,0.634,0.614,0.616
57,0.368,0.073,0.064,0.123,0.103,0.064,0.123,0.02,0.083,0.073,0.064,0.202,0.792,0.593,0.348,0.61,0.467,0.186,0.391,0.245,0.103,0.328,0.884,0.482,0.476,0.543,0.678,0.42,0.806,0.538,0.443,0.361,0.361,0.267,0.254,0.26,0.464,0.421,0.423
58,0.356,0.052,0.053,0.079,0.084,0.055,0.123,0.037,0.101,0.052,0.068,0.201,0.768,0.568,0.335,0.641,0.449,0.159,0.399,0.233,0.144,0.366,0.806,0.472,0.398,0.78,0.423,0.618,0.499,0.571,0.518,0.505,0.503,0.197,0.191,0.199,0.575,0.566,0.566
59,0.336,0.045,0.036,0.082,0.089,0.057,0.117,0.032,0.097,0.047,0.08,0.25,0.78,0.549,0.33,0.626,0.458,0.178,0.387,0.219,0.148,0.356,0.798,0.467,0.46,0.551,0.413,0.676,0.57,0.569,0.466,0.434,0.437,0.168,0.154,0.157,0.352,0.315,0.318
60,0.398,0.048,0.042,0.094,0.097,0.069,0.176,0.051,0.108,0.057,0.072,0.141,0.764,0.631,0.409,0.646,0.447,0.173,0.388,0.224,0.152,0.352,0.889,0.521,0.446,0.561,0.464,0.679,0.548,0.545,0.397,0.372,0.373,0.155,0.148,0.152,0.316,0.286,0.288
61,0.325,0.041,0.04,0.089,0.08,0.049,0.118,0.04,0.099,0.062,0.052,0.272,0.801,0.533,0.325,0.598,0.44,0.167,0.365,0.207,0.129,0.325,0.811,0.47,0.458,0.581,0.418,0.623,0.427,0.543,0.523,0.425,0.431,0.194,0.191,0.197,0.458,0.366,0.371
62,0.311,0.044,0.038,0.138,0.129,0.077,0.096,0.032,0.086,0.081,0.071,0.191,0.768,0.578,0.364,0.64,0.48,0.183,0.398,0.215,0.119,0.311,0.822,0.556,0.46,0.585,0.383,0.553,0.206,0.486,0.607,0.556,0.563,0.302,0.298,0.298,0.397,0.318,0.323
63,0.346,0.042,0.047,0.159,0.14,0.089,0.098,0.037,0.075,0.059,0.066,0.159,0.748,0.589,0.341,0.664,0.449,0.15,0.365,0.254,0.131,0.29,0.807,0.546,0.411,0.813,0.365,0.516,0.299,0.437,0.645,0.497,0.503,0.285,0.258,0.26,0.475,0.474,0.471
64,0.389,0.046,0.049,0.096,0.101,0.059,0.165,0.043,0.085,0.088,0.088,0.256,0.81,0.554,0.33,0.587,0.418,0.155,0.352,0.224,0.107,0.282,0.859,0.395,0.44,0.619,0.495,0.478,0.411,0.48,0.678,0.518,0.525,0.212,0.208,0.209,0.536,0.478,0.482
65,0.257,0.055,0.055,0.117,0.121,0.101,0.094,0.039,0.051,0.087,0.089,0.234,0.736,0.507,0.343,0.677,0.459,0.183,0.424,0.164,0.14,0.257,0.682,0.547,0.432,0.683,0.44,0.854,0.06,0.38,0.546,0.4,0.402,0.228,0.235,0.237,0.307,0.249,0.251
66,0.369,0.054,0.054,0.1,0.1,0.054,0.127,0.033,0.121,0.062,0.067,0.154,0.743,0.589,0.348,0.669,0.509,0.188,0.428,0.241,0.154,0.395,0.801,0.434,0.439,0.644,0.446,0.639,0.512,0.59,0.562,0.469,0.473,0.188,0.176,0.182,0.456,0.372,0.375
